"hostname","phase","description","last_modified","modified_by","installed","updated","serialnumber","location","hardware","ansible_group"
"cn0152","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0153","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0154","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0155","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0156","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0157","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0158","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0159","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0160","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0161","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0162","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0163","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0164","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0165","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0166","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0167","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0168","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0169","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0170","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0171","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0172","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0173","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0174","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0175","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0176","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0177","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0178","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0179","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0180","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0181","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0182","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0183","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0184","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0185","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0186","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0187","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0188","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0189","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0190","phase1","","2017-07-17 14:13:28","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0191","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0192","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0193","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0194","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0195","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0196","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0197","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0198","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0199","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0200","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0201","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0202","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0203","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0204","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0205","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0206","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0207","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0208","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0209","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0210","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0211","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0212","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0213","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0214","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0215","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0216","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0217","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0218","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0219","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0220","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0221","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0222","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0223","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0224","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0225","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0226","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0227","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0228","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0229","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0230","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0231","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0232","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0233","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0234","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0235","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0236","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0237","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0238","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0239","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0240","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0241","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0242","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0243","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0244","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0245","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0246","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0247","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0248","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0249","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0250","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0251","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0252","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0253","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0254","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0255","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0256","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0257","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0258","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0259","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0260","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0261","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0262","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0263","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0264","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0265","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0266","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0267","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0268","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0269","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0270","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0271","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0272","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0273","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0274","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0275","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0276","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0277","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0278","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0279","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0280","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0281","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0282","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0283","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0284","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0285","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0286","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0287","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0288","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0289","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0290","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0291","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0292","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0293","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0294","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
"cn0295","phase1","","2017-07-17 14:13:29","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2650 core16 cpu32 g128 ssd800 eth10g",""
